0		1	65.6863
1		-3.2	214.396
2		5.62	373.777
3		-6.728	449.666
4		6.2374	414.949
5		-4.65354	311.327
6		2.97012	197.066
7		-1.60407	107.97
8		0.797377	52.1742
9		-0.3233	22.5597
10		0.147385	8.82854
11		-0.0323313	3.15605
12		0.0305693	1.03855
13		0.0102476	0.316627
14		0.0163441	0.0899276
15		0.0146371	0.0239076
16		0.0150852	0.00597419
17		0.0149745	0.00140836
18		0.0150003	0.000314233
19		0.0149946	6.65508e-05
20		0.0149958	1.34138e-05
21		0.0149955	2.57912e-06
22		0.0149956	4.74072e-07
23		0.0149956	8.34678e-08
24		0.0149956	1.41017e-08
25		0.0149956	2.28997e-09
26		0.0149956	3.57916e-10
27		0.0149956	5.39775e-11
28		0.0149956	7.80648e-12
29		0.0149956	1.14155e-12
30		0.0149956	1.11171e-13
31		0.0149956	5.85353e-14
32		0.0149956	3.62086e-14
33		0.0149956	3.91006e-14
34		0.0149956	3.87536e-14
35		0.0149956	3.87536e-14
36		0.0149956	3.87536e-14
37		0.0149956	3.87536e-14
38		0.0149956	3.87536e-14
39		0.0149956	3.87536e-14
40		0.0149956	3.87536e-14
41		0.0149956	3.87536e-14
42		0.0149956	3.87536e-14
43		0.0149956	3.87536e-14
44		0.0149956	3.87536e-14
45		0.0149956	3.87536e-14
46		0.0149956	3.87536e-14
47		0.0149956	3.87536e-14
48		0.0149956	3.87536e-14
49		0.0149956	3.87536e-14
50		0.0149956	3.87536e-14
51		0.0149956	3.87536e-14
52		0.0149956	3.87536e-14
53		0.0149956	3.87536e-14
54		0.0149956	3.87536e-14
55		0.0149956	3.87536e-14
56		0.0149956	3.87536e-14
57		0.0149956	3.87536e-14
58		0.0149956	3.87536e-14
59		0.0149956	3.87536e-14
60		0.0149956	3.87536e-14
61		0.0149956	3.87536e-14
62		0.0149956	3.87536e-14
63		0.0149956	3.87536e-14
64		0.0149956	3.87536e-14
65		0.0149956	3.87536e-14
66		0.0149956	3.87536e-14
67		0.0149956	3.87536e-14
68		0.0149956	3.87536e-14
69		0.0149956	3.87536e-14
70		0.0149956	3.87536e-14
71		0.0149956	3.87536e-14
72		0.0149956	3.87536e-14
73		0.0149956	3.87536e-14
74		0.0149956	3.87536e-14
75		0.0149956	3.87536e-14
76		0.0149956	3.87536e-14
77		0.0149956	3.87536e-14
78		0.0149956	3.87536e-14
79		0.0149956	3.87536e-14
80		0.0149956	3.87536e-14
81		0.0149956	3.87536e-14
82		0.0149956	3.87536e-14
83		0.0149956	3.87536e-14
84		0.0149956	3.87536e-14
85		0.0149956	3.87536e-14
86		0.0149956	3.87536e-14
87		0.0149956	3.87536e-14
88		0.0149956	3.87536e-14
89		0.0149956	3.87536e-14
90		0.0149956	3.87536e-14
91		0.0149956	3.87536e-14
92		0.0149956	3.87536e-14
93		0.0149956	3.87536e-14
94		0.0149956	3.87536e-14
95		0.0149956	3.87536e-14
96		0.0149956	3.87536e-14
97		0.0149956	3.87536e-14
98		0.0149956	3.87536e-14
99		0.0149956	3.87536e-14
100		0.0149956	3.87536e-14
