0		1	2.32012
1		-0.2	1.66402
2		0.52	0.726461
3		0.232	0.229733
4		0.3184	0.0571252
5		0.297664	0.0117207
6		0.301811	0.00204847
7		0.3011	0.00031196
8		0.301207	4.21051e-05
9		0.301193	5.10358e-06
10		0.301194	5.61456e-07
11		0.301194	5.65484e-08
12		0.301194	5.25206e-09
13		0.301194	4.52592e-10
14		0.301194	3.6378e-11
15		0.301194	2.73967e-12
16		0.301194	1.94072e-13
17		0.301194	1.30855e-14
18		0.301194	7.37214e-16
19		0.301194	1.84304e-16
20		0.301194	1.84304e-16
21		0.301194	1.84304e-16
22		0.301194	1.84304e-16
23		0.301194	1.84304e-16
24		0.301194	1.84304e-16
25		0.301194	1.84304e-16
26		0.301194	1.84304e-16
27		0.301194	1.84304e-16
28		0.301194	1.84304e-16
29		0.301194	1.84304e-16
30		0.301194	1.84304e-16
31		0.301194	1.84304e-16
32		0.301194	1.84304e-16
33		0.301194	1.84304e-16
34		0.301194	1.84304e-16
35		0.301194	1.84304e-16
36		0.301194	1.84304e-16
37		0.301194	1.84304e-16
38		0.301194	1.84304e-16
39		0.301194	1.84304e-16
40		0.301194	1.84304e-16
41		0.301194	1.84304e-16
42		0.301194	1.84304e-16
43		0.301194	1.84304e-16
44		0.301194	1.84304e-16
45		0.301194	1.84304e-16
46		0.301194	1.84304e-16
47		0.301194	1.84304e-16
48		0.301194	1.84304e-16
49		0.301194	1.84304e-16
50		0.301194	1.84304e-16
51		0.301194	1.84304e-16
52		0.301194	1.84304e-16
53		0.301194	1.84304e-16
54		0.301194	1.84304e-16
55		0.301194	1.84304e-16
56		0.301194	1.84304e-16
57		0.301194	1.84304e-16
58		0.301194	1.84304e-16
59		0.301194	1.84304e-16
60		0.301194	1.84304e-16
61		0.301194	1.84304e-16
62		0.301194	1.84304e-16
63		0.301194	1.84304e-16
64		0.301194	1.84304e-16
65		0.301194	1.84304e-16
66		0.301194	1.84304e-16
67		0.301194	1.84304e-16
68		0.301194	1.84304e-16
69		0.301194	1.84304e-16
70		0.301194	1.84304e-16
71		0.301194	1.84304e-16
72		0.301194	1.84304e-16
73		0.301194	1.84304e-16
74		0.301194	1.84304e-16
75		0.301194	1.84304e-16
76		0.301194	1.84304e-16
77		0.301194	1.84304e-16
78		0.301194	1.84304e-16
79		0.301194	1.84304e-16
80		0.301194	1.84304e-16
81		0.301194	1.84304e-16
82		0.301194	1.84304e-16
83		0.301194	1.84304e-16
84		0.301194	1.84304e-16
85		0.301194	1.84304e-16
86		0.301194	1.84304e-16
87		0.301194	1.84304e-16
88		0.301194	1.84304e-16
89		0.301194	1.84304e-16
90		0.301194	1.84304e-16
91		0.301194	1.84304e-16
92		0.301194	1.84304e-16
93		0.301194	1.84304e-16
94		0.301194	1.84304e-16
95		0.301194	1.84304e-16
96		0.301194	1.84304e-16
97		0.301194	1.84304e-16
98		0.301194	1.84304e-16
99		0.301194	1.84304e-16
100		0.301194	1.84304e-16
