9.9199999999999999e-01		4.5519144009631418e-15
9.9209999999999998e-01		8.4376949871511897e-15
9.9219999999999997e-01		-1.8873791418627661e-15
9.9229999999999996e-01		-3.3306690738754696e-15
9.9239999999999995e-01		6.3282712403633923e-15
9.9249999999999994e-01		1.2989609388114332e-14
9.9259999999999993e-01		9.8809849191638932e-15
9.9269999999999992e-01		-9.7699626167013776e-15
9.9279999999999990e-01		-1.9984014443252818e-15
9.9289999999999989e-01		-1.1102230246251565e-14
9.9299999999999988e-01		-9.5479180117763462e-15
9.9309999999999987e-01		2.1094237467877974e-15
9.9319999999999986e-01		1.4543921622589551e-14
9.9329999999999985e-01		-5.8841820305133297e-15
9.9339999999999984e-01		-1.4210854715202004e-14
9.9349999999999983e-01		-3.5527136788005009e-15
9.9359999999999982e-01		2.8865798640254070e-15
9.9369999999999981e-01		-8.2156503822261584e-15
9.9379999999999979e-01		8.3266726846886741e-15
9.9389999999999978e-01		-8.1046280797636427e-15
9.9399999999999977e-01		-5.5511151231257827e-16
9.9409999999999976e-01		-2.9976021664879227e-15
9.9419999999999975e-01		-1.5543122344752192e-14
9.9429999999999974e-01		-2.6645352591003757e-15
9.9439999999999973e-01		5.6621374255882984e-15
9.9449999999999972e-01		9.9920072216264089e-16
9.9459999999999971e-01		2.0761170560490427e-14
9.9469999999999970e-01		2.9976021664879227e-15
9.9479999999999968e-01		-2.8865798640254070e-15
9.9489999999999967e-01		-1.5654144647214707e-14
9.9499999999999966e-01		-1.3322676295501878e-15
9.9509999999999965e-01		1.2212453270876722e-14
9.9519999999999964e-01		3.8857805861880479e-15
9.9529999999999963e-01		6.1062266354383610e-15
9.9539999999999962e-01		-9.4368957093138306e-15
9.9549999999999961e-01		2.2315482794965646e-14
9.9559999999999960e-01		2.4424906541753444e-15
9.9569999999999959e-01		3.3306690738754696e-16
9.9579999999999957e-01		9.1038288019262836e-15
9.9589999999999956e-01		4.4408920985006262e-15
9.9599999999999955e-01		2.8865798640254070e-15
9.9609999999999954e-01		-1.8318679906315083e-14
9.9619999999999953e-01		1.3211653993039363e-14
9.9629999999999952e-01		1.4210854715202004e-14
9.9639999999999951e-01		-7.9936057773011271e-15
9.9649999999999950e-01		-1.0214051826551440e-14
9.9659999999999949e-01		-1.9984014443252818e-15
9.9669999999999948e-01		2.1094237467877974e-15
9.9679999999999946e-01		-5.5511151231257827e-15
9.9689999999999945e-01		-8.8817841970012523e-15
9.9699999999999944e-01		6.7723604502134549e-15
9.9709999999999943e-01		2.3314683517128287e-15
9.9719999999999942e-01		-4.7739590058881731e-15
9.9729999999999941e-01		0.0000000000000000e+00
9.9739999999999940e-01		4.9960036108132044e-15
9.9749999999999939e-01		6.3282712403633923e-15
9.9759999999999938e-01		-9.9920072216264089e-15
9.9769999999999937e-01		4.4408920985006262e-16
9.9779999999999935e-01		3.2196467714129540e-15
9.9789999999999934e-01		1.4432899320127035e-15
9.9799999999999933e-01		2.3536728122053319e-14
9.9809999999999932e-01		7.2164496600635175e-15
9.9819999999999931e-01		-9.4368957093138306e-15
9.9829999999999930e-01		4.2188474935755949e-15
9.9839999999999929e-01		-1.8873791418627661e-15
9.9849999999999928e-01		-8.8817841970012523e-16
9.9859999999999927e-01		-8.6597395920762210e-15
9.9869999999999925e-01		-3.2196467714129540e-15
9.9879999999999924e-01		-1.4654943925052066e-14
9.9889999999999923e-01		2.6645352591003757e-15
9.9899999999999922e-01		3.4416913763379853e-15
9.9909999999999921e-01		-4.9960036108132044e-15
9.9919999999999920e-01		5.9952043329758453e-15
9.9929999999999919e-01		4.3298697960381105e-15
9.9939999999999918e-01		-3.6637359812630166e-15
9.9949999999999917e-01		1.1102230246251565e-15
9.9959999999999916e-01		-1.2212453270876722e-15
9.9969999999999914e-01		8.6597395920762210e-15
9.9979999999999913e-01		-1.3766765505351941e-14
9.9989999999999912e-01		-3.9968028886505635e-15
9.9999999999999911e-01		2.1316282072803006e-14
1.0000999999999991e+00		-5.3290705182007514e-15
1.0001999999999991e+00		8.2156503822261584e-15
1.0002999999999991e+00		-1.7763568394002505e-15
1.0003999999999991e+00		7.1054273576010019e-15
1.0004999999999991e+00		-2.6645352591003757e-15
1.0005999999999990e+00		-2.0206059048177849e-14
1.0006999999999990e+00		2.4424906541753444e-15
1.0007999999999990e+00		-1.1324274851176597e-14
1.0008999999999990e+00		-1.1324274851176597e-14
1.0009999999999990e+00		1.6209256159527285e-14
1.0010999999999990e+00		3.9968028886505635e-15
1.0011999999999990e+00		1.1102230246251565e-15
1.0012999999999990e+00		1.1102230246251565e-15
1.0013999999999990e+00		5.5511151231257827e-15
1.0014999999999989e+00		4.6629367034256575e-15
1.0015999999999989e+00		6.8833827526759706e-15
1.0016999999999989e+00		4.4408920985006262e-15
1.0017999999999989e+00		-1.3544720900426910e-14
1.0018999999999989e+00		5.9952043329758453e-15
1.0019999999999989e+00		8.6597395920762210e-15
1.0020999999999989e+00		3.5527136788005009e-15
1.0021999999999989e+00		-6.6613381477509392e-16
1.0022999999999989e+00		0.0000000000000000e+00
1.0023999999999988e+00		-3.9968028886505635e-15
1.0024999999999988e+00		-1.1324274851176597e-14
1.0025999999999988e+00		8.2156503822261584e-15
1.0026999999999988e+00		0.0000000000000000e+00
1.0027999999999988e+00		4.4408920985006262e-16
1.0028999999999988e+00		6.8833827526759706e-15
1.0029999999999988e+00		-1.7763568394002505e-14
1.0030999999999988e+00		1.7763568394002505e-15
1.0031999999999988e+00		4.6629367034256575e-15
1.0032999999999987e+00		5.1070259132757201e-15
1.0033999999999987e+00		-8.8817841970012523e-16
1.0034999999999987e+00		-1.4876988529977098e-14
1.0035999999999987e+00		8.8817841970012523e-16
1.0036999999999987e+00		3.5527136788005009e-15
1.0037999999999987e+00		6.2172489379008766e-15
1.0038999999999987e+00		1.3100631690576847e-14
1.0039999999999987e+00		-9.9920072216264089e-15
1.0040999999999987e+00		8.2156503822261584e-15
1.0041999999999986e+00		1.2656542480726785e-14
1.0042999999999986e+00		-1.2656542480726785e-14
1.0043999999999986e+00		1.7763568394002505e-15
1.0044999999999986e+00		-2.0650148258027912e-14
1.0045999999999986e+00		4.2188474935755949e-15
1.0046999999999986e+00		1.5321077739827160e-14
1.0047999999999986e+00		5.9952043329758453e-15
1.0048999999999986e+00		-1.3322676295501878e-14
1.0049999999999986e+00		0.0000000000000000e+00
1.0050999999999986e+00		4.4408920985006262e-15
1.0051999999999985e+00		-8.4376949871511897e-15
1.0052999999999985e+00		1.3988810110276972e-14
1.0053999999999985e+00		-1.3322676295501878e-15
1.0054999999999985e+00		-2.0428103653102880e-14
1.0055999999999985e+00		1.1990408665951691e-14
1.0056999999999985e+00		-6.2172489379008766e-15
1.0057999999999985e+00		1.7541523789077473e-14
1.0058999999999985e+00		1.1324274851176597e-14
1.0059999999999985e+00		-1.5321077739827160e-14
1.0060999999999984e+00		-7.9936057773011271e-15
1.0061999999999984e+00		-2.0872192862952943e-14
